2025-07-31 14:01:02 | INFO     | logging_config       | setup_logging   | ================================================================================
2025-07-31 14:01:02 | INFO     | logging_config       | setup_logging   | 🚀 Finite Monkey Engine 日志系统启动
2025-07-31 14:01:02 | INFO     | logging_config       | setup_logging   | 📁 日志文件路径: logs/finite_monkey_engine_20250731_140102.log
2025-07-31 14:01:02 | INFO     | logging_config       | setup_logging   | 📊 日志级别: INFO
2025-07-31 14:01:02 | INFO     | logging_config       | setup_logging   | 🕐 启动时间: 2025-07-31 14:01:02
2025-07-31 14:01:02 | INFO     | logging_config       | setup_logging   | ================================================================================
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 🎯 程序启动参数:
2025-07-31 14:01:02 | INFO     | main                 | <module>        |    Python版本: 3.9.6 (default, Nov 11 2024, 03:15:38) 
[Clang 16.0.0 (clang-1600.0.26.6)]
2025-07-31 14:01:02 | INFO     | main                 | <module>        |    工作目录: /Users/xueyue/Desktop/projects/finite-monkey-engine
2025-07-31 14:01:02 | INFO     | main                 | <module>        |    环境变量已加载
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 运行模式: test
2025-07-31 14:01:02 | INFO     | main                 | log_section_start | ============================================================
2025-07-31 14:01:02 | INFO     | main                 | log_section_start | 🔥 开始执行: 测试模式执行
2025-07-31 14:01:02 | INFO     | main                 | log_section_start | ============================================================
2025-07-31 14:01:02 | INFO     | main                 | log_step        | 🔹 初始化数据库连接
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 数据库URL: postgresql://postgres:1234@127.0.0.1:5432/postgres
2025-07-31 14:01:02 | INFO     | main                 | log_success     | ✅ 成功: 数据库连接创建完成
2025-07-31 14:01:02 | INFO     | main                 | log_step        | 🔹 加载数据集
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 数据集路径: ./src/dataset/agent-v1-c4
2025-07-31 14:01:02 | INFO     | main                 | log_success     | ✅ 成功: 数据集加载完成
2025-07-31 14:01:02 | INFO     | main                 | log_success     |    详情: 找到 30 个项目
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 目标项目ID: pendle073111
2025-07-31 14:01:02 | INFO     | main                 | log_success     | ✅ 成功: 项目对象创建完成
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 扫描模式: COMMON_PROJECT_FINE_GRAINED
2025-07-31 14:01:02 | INFO     | main                 | <module>        | 执行命令: detect_vul
2025-07-31 14:01:02 | INFO     | scan_project         | log_section_start | ============================================================
2025-07-31 14:01:02 | INFO     | scan_project         | log_section_start | 🔥 开始执行: 项目扫描
2025-07-31 14:01:02 | INFO     | scan_project         | log_section_start | 📝 描述: 项目ID: pendle073111, 路径: ./src/dataset/agent-v1-c4/pendle
2025-07-31 14:01:02 | INFO     | scan_project         | log_section_start | ============================================================
2025-07-31 14:01:02 | INFO     | scan_project         | log_step        | 🔹 Tree-sitter解析项目
2025-07-31 14:01:02 | INFO     | scan_project         | log_step        |    详情: 项目路径: ./src/dataset/agent-v1-c4/pendle
2025-07-31 15:33:17 | INFO     | ProjectAudit[pendle073111] | __init__        | 初始化项目审计器: pendle073111
2025-07-31 15:33:17 | INFO     | ProjectAudit[pendle073111] | __init__        | 项目路径: ./src/dataset/agent-v1-c4/pendle
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_step        | 🔹 创建项目过滤器
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_step        | 🔹 开始解析项目文件
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_success     | ✅ 成功: 项目文件解析完成
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_data_info   | 📊 总函数数: 16个
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_data_info   | 📊 待检查函数数: 16个
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | parse           | HUGE_PROJECT设置: False
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_step        | 🔹 开始构建调用树
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_success     | ✅ 成功: 调用树构建完成
2025-07-31 15:33:29 | INFO     | ProjectAudit[pendle073111] | log_data_info   | 📊 构建的调用树: 16个
2025-07-31 15:33:35 | INFO     | scan_project         | log_success     | ✅ 成功: 项目解析完成
2025-07-31 15:33:35 | INFO     | scan_project         | log_success     |    详情: 耗时: 5552.68秒
2025-07-31 15:33:36 | INFO     | scan_project         | log_data_info   | 📊 解析的函数: 16个
2025-07-31 15:33:36 | INFO     | scan_project         | log_data_info   | 📊 调用树: 16个
2025-07-31 15:33:37 | INFO     | scan_project         | log_step        | 🔹 初始化RAG处理器
